Player,Season,League,GP,G,A,PTS,PIM,+/-
Keegan Kolesar,,AHL,151.0,28.0,39.0,67.0,157.0,-4.0
Keegan Kolesar,,ECHL,20.0,9.0,7.0,16.0,10.0,-8.0
Keegan Kolesar,,WHL,243.0,77.0,90.0,167.0,338.0,23.0
Keegan Kolesar,2019-20,NHL,1.0,0.0,0.0,0.0,0.0,0.0
Keegan Kolesar,2020-21,NHL,44.0,3.0,10.0,13.0,30.0,-4.0
Keegan Kolesar,2021-22,NHL,77.0,7.0,17.0,24.0,68.0,-6.0
Kevin Fiala,,AHL,121.0,36.0,53.0,89.0,141.0,-16.0
Kevin Fiala,,Swe-Jr,60.0,19.0,34.0,53.0,68.0,4.0
Kevin Fiala,,SweHL,37.0,8.0,17.0,25.0,24.0,-5.0
Kevin Fiala,2014-15,NHL,1.0,0.0,0.0,0.0,0.0,-1.0
Kevin Fiala,2015-16,NHL,5.0,1.0,0.0,1.0,0.0,0.0
Kevin Fiala,2016-17,NHL,54.0,11.0,5.0,16.0,18.0,1.0
Kevin Gravel,,AHL,149.0,16.0,32.0,48.0,72.0,11.0
Kevin Gravel,,NAHL,58.0,3.0,11.0,14.0,29.0,2.0
Kevin Gravel,,NCHC,38.0,10.0,13.0,23.0,2.0,0.0
Kevin Gravel,,USHL,53.0,3.0,3.0,6.0,36.0,-8.0
Kevin Gravel,,WCHA,115.0,3.0,23.0,26.0,41.0,0.0
Kevin Gravel,2015-16,NHL,5.0,0.0,0.0,0.0,0.0,0.0
Kevin Gravel,2016-17,NHL,49.0,1.0,6.0,7.0,6.0,3.0
Kevin Gravel,2017-18,NHL,16.0,0.0,3.0,3.0,2.0,-3.0
Kevin Labanc,,AHL,21.0,7.0,16.0,23.0,26.0,5.0
Kevin Labanc,,OHL,198.0,81.0,188.0,269.0,155.0,76.0
Kevin Labanc,,USHL,59.0,6.0,14.0,20.0,18.0,-8.0
Kevin Labanc,2016-17,NHL,55.0,8.0,12.0,20.0,22.0,9.0
Kevin Labanc,2017-18,NHL,77.0,11.0,29.0,40.0,32.0,-6.0
Kevin Labanc,2018-19,NHL,82.0,17.0,39.0,56.0,36.0,-1.0
Kevin Stenlund,,AHL,99.0,21.0,24.0,45.0,40.0,-28.0
Kevin Stenlund,,Swe-1,3.0,1.0,3.0,4.0,2.0,1.0
Kevin Stenlund,,Swe-Jr,85.0,25.0,47.0,72.0,75.0,17.0
Kevin Stenlund,,SweHL,151.0,22.0,23.0,45.0,66.0,4.0
Kevin Stenlund,2018-19,NHL,4.0,0.0,0.0,0.0,4.0,0.0
Kevin Stenlund,2019-20,NHL,32.0,6.0,4.0,10.0,8.0,2.0
Kevin Stenlund,2020-21,NHL,32.0,5.0,5.0,10.0,8.0,-4.0
Kiefer Sherwood,,AHL,87.0,34.0,25.0,59.0,28.0,13.0
Kiefer Sherwood,,NCHC,106.0,34.0,52.0,86.0,52.0,-20.0
Kiefer Sherwood,,USHL,126.0,42.0,48.0,90.0,61.0,-24.0
Kiefer Sherwood,2018-19,NHL,50.0,6.0,6.0,12.0,8.0,1.0
Kiefer Sherwood,2019-20,NHL,10.0,0.0,1.0,1.0,6.0,-1.0
Kiefer Sherwood,2020-21,NHL,16.0,0.0,3.0,3.0,0.0,2.0
Kirby Dach,,AHL,3.0,0.0,0.0,0.0,0.0,-1.0
Kirby Dach,,WHL,133.0,38.0,91.0,129.0,56.0,8.0
Kirby Dach,2019-20,NHL,64.0,8.0,15.0,23.0,24.0,-1.0
Kirby Dach,2020-21,NHL,18.0,2.0,8.0,10.0,4.0,-3.0
Kirby Dach,2021-22,NHL,70.0,9.0,17.0,26.0,43.0,-18.0
Kirill Kaprizov,,KHL,293.0,113.0,117.0,230.0,122.0,89.0
Kirill Kaprizov,,Rus-MHL,59.0,25.0,21.0,46.0,46.0,14.0
Kirill Kaprizov,2020-21,NHL,55.0,27.0,24.0,51.0,16.0,10.0
Kirill Kaprizov,2021-22,NHL,81.0,47.0,61.0,108.0,34.0,27.0
Kirill Kaprizov,2022-23,NHL,67.0,40.0,35.0,75.0,45.0,4.0
Kirill Marchenko,,AHL,16.0,8.0,11.0,19.0,8.0,-5.0
Kirill Marchenko,,KHL,114.0,34.0,30.0,64.0,33.0,31.0
Kirill Marchenko,,Rus-MHL,82.0,34.0,38.0,72.0,67.0,41.0
Kirill Marchenko,,Rus-VHL,38.0,12.0,6.0,18.0,10.0,-6.0
Kirill Marchenko,2022-23,NHL,59.0,21.0,4.0,25.0,16.0,-23.0
Kirill Marchenko,2023-24,NHL,78.0,23.0,19.0,42.0,14.0,-5.0
Kirill Marchenko,2024-25,NHL,53.0,21.0,34.0,55.0,12.0,31.0
Klim Kostin,,AHL,198.0,32.0,56.0,88.0,248.0,-30.0
Klim Kostin,,KHL,51.0,7.0,11.0,18.0,77.0,7.0
Klim Kostin,,Rus-MHL,31.0,8.0,14.0,22.0,20.0,3.0
Klim Kostin,,Rus-VHL,9.0,1.0,0.0,1.0,4.0,-1.0
Klim Kostin,2019-20,NHL,4.0,1.0,0.0,1.0,0.0,1.0
Klim Kostin,2020-21,NHL,2.0,0.0,1.0,1.0,0.0,-1.0
Klim Kostin,2021-22,NHL,40.0,4.0,5.0,9.0,23.0,-3.0
Kris Letang,,AHL,10.0,1.0,6.0,7.0,4.0,0.0
Kris Letang,,QMJHL,170.0,52.0,100.0,152.0,309.0,7.0
Kris Letang,2006-07,NHL,7.0,2.0,0.0,2.0,4.0,-3.0
Kris Letang,2007-08,NHL,63.0,6.0,11.0,17.0,23.0,-1.0
Kris Letang,2008-09,NHL,74.0,10.0,23.0,33.0,24.0,-7.0
Kurtis MacDermid,,AHL,194.0,16.0,41.0,57.0,481.0,51.0
Kurtis MacDermid,,GOJHL,71.0,9.0,22.0,31.0,204.0,0.0
Kurtis MacDermid,,OHL,201.0,16.0,53.0,69.0,411.0,49.0
Kurtis MacDermid,,OJHL,0.0,0.0,0.0,0.0,0.0,0.0
Kurtis MacDermid,2017-18,NHL,34.0,1.0,3.0,4.0,57.0,-4.0
Kurtis MacDermid,2018-19,NHL,11.0,0.0,1.0,1.0,11.0,-1.0
Kurtis MacDermid,2019-20,NHL,45.0,3.0,5.0,8.0,47.0,-9.0
Kyle Burroughs,,AHL,324.0,18.0,68.0,86.0,431.0,21.0
Kyle Burroughs,,ECHL,18.0,1.0,6.0,7.0,17.0,11.0
Kyle Burroughs,,WHL,250.0,22.0,98.0,120.0,302.0,48.0
Kyle Burroughs,2020-21,NHL,5.0,0.0,1.0,1.0,5.0,1.0
Kyle Burroughs,2021-22,NHL,42.0,1.0,4.0,5.0,39.0,-3.0
Kyle Burroughs,2022-23,NHL,48.0,2.0,3.0,5.0,62.0,-4.0
Kyle Capobianco,,AHL,135.0,19.0,80.0,99.0,134.0,26.0
Kyle Capobianco,,OHL,254.0,27.0,112.0,139.0,196.0,-115.0
Kyle Capobianco,,OJHL,3.0,0.0,1.0,1.0,12.0,0.0
Kyle Capobianco,2017-18,NHL,1.0,0.0,0.0,0.0,0.0,-1.0
Kyle Capobianco,2018-19,NHL,2.0,0.0,0.0,0.0,0.0,-2.0
Kyle Capobianco,2019-20,NHL,9.0,1.0,0.0,1.0,2.0,-1.0
Kyle Connor,,AHL,56.0,28.0,21.0,49.0,14.0,-7.0
Kyle Connor,,Big-10,38.0,35.0,36.0,71.0,6.0,34.0
Kyle Connor,,USHL,174.0,82.0,113.0,195.0,34.0,-29.0
Kyle Connor,2016-17,NHL,20.0,2.0,3.0,5.0,4.0,-7.0
Kyle Connor,2017-18,NHL,76.0,31.0,26.0,57.0,16.0,8.0
Kyle Connor,2018-19,NHL,82.0,34.0,32.0,66.0,18.0,-7.0
Lars Eller,,AHL,70.0,18.0,39.0,57.0,84.0,-1.0
Lars Eller,,SEL,62.0,12.0,19.0,31.0,32.0,11.0
Lars Eller,,Swe-1,19.0,2.0,6.0,8.0,8.0,-4.0
Lars Eller,,Swe-Jr,84.0,29.0,48.0,77.0,74.0,35.0
Lars Eller,2009-10,NHL,7.0,2.0,0.0,2.0,4.0,2.0
Lars Eller,2010-11,NHL,77.0,7.0,10.0,17.0,48.0,-4.0
Lars Eller,2011-12,NHL,79.0,16.0,12.0,28.0,66.0,-5.0
Lawson Crouse,,AHL,58.0,15.0,17.0,32.0,70.0,4.0
Lawson Crouse,,GOJHL,5.0,0.0,1.0,1.0,0.0,0.0
Lawson Crouse,,OHL,168.0,67.0,73.0,140.0,190.0,33.0
Lawson Crouse,2016-17,NHL,72.0,5.0,7.0,12.0,48.0,-20.0
Lawson Crouse,2017-18,NHL,11.0,1.0,0.0,1.0,7.0,-6.0
Lawson Crouse,2018-19,NHL,81.0,11.0,14.0,25.0,67.0,5.0
Leon Draisaitl,,AHL,6.0,1.0,1.0,2.0,4.0,-5.0
Leon Draisaitl,,WHL,160.0,78.0,138.0,216.0,71.0,43.0
Leon Draisaitl,2014-15,NHL,37.0,2.0,7.0,9.0,4.0,-17.0
Leon Draisaitl,2015-16,NHL,72.0,19.0,32.0,51.0,20.0,-2.0
Leon Draisaitl,2016-17,NHL,82.0,29.0,48.0,77.0,20.0,7.0
Liam Foudy,,AHL,41.0,10.0,25.0,35.0,6.0,11.0
Liam Foudy,,OHL,230.0,97.0,94.0,191.0,97.0,79.0
Liam Foudy,2019-20,NHL,2.0,0.0,1.0,1.0,0.0,1.0
Liam Foudy,2020-21,NHL,24.0,0.0,4.0,4.0,6.0,0.0
Liam Foudy,2021-22,NHL,1.0,0.0,0.0,0.0,0.0,-1.0
Logan O'Connor,,AHL,104.0,31.0,36.0,67.0,57.0,7.0
Logan O'Connor,,NCHC,108.0,16.0,27.0,43.0,25.0,16.0
Logan O'Connor,,USHL,117.0,19.0,27.0,46.0,65.0,-3.0
Logan O'Connor,2018-19,NHL,5.0,0.0,0.0,0.0,0.0,-2.0
Logan O'Connor,2019-20,NHL,16.0,2.0,0.0,2.0,2.0,0.0
Logan O'Connor,2020-21,NHL,22.0,3.0,2.0,5.0,6.0,6.0
Logan Stanley,,AHL,117.0,9.0,23.0,32.0,143.0,-26.0
Logan Stanley,,OHL,219.0,24.0,56.0,80.0,336.0,-10.0
Logan Stanley,2020-21,NHL,37.0,1.0,3.0,4.0,26.0,13.0
Logan Stanley,2021-22,NHL,58.0,1.0,12.0,13.0,44.0,1.0
Logan Stanley,2022-23,NHL,19.0,1.0,2.0,3.0,21.0,-1.0
Lucas Condotta,,AHL,185.0,25.0,44.0,69.0,151.0,5.0
Lucas Condotta,,H-East,121.0,24.0,28.0,52.0,88.0,-7.0
Lucas Condotta,,OJHL,239.0,76.0,127.0,203.0,227.0,0.0
Lucas Condotta,2022-23,NHL,1.0,1.0,0.0,1.0,0.0,0.0
Lucas Condotta,2023-24,NHL,3.0,0.0,0.0,0.0,0.0,1.0
Lucas Condotta,2024-25,NHL,7.0,1.0,0.0,1.0,0.0,-2.0
Lucas Raymond,,Swe-Jr,54.0,16.0,46.0,62.0,32.0,22.0
Lucas Raymond,,SweHL,77.0,12.0,18.0,30.0,16.0,8.0
Lucas Raymond,2021-22,NHL,82.0,23.0,34.0,57.0,16.0,-32.0
Lucas Raymond,2022-23,NHL,74.0,17.0,28.0,45.0,24.0,-17.0
Lucas Raymond,2023-24,NHL,82.0,31.0,41.0,72.0,30.0,-12.0
Lukas Reichel,,AHL,121.0,42.0,74.0,116.0,22.0,-9.0
Lukas Reichel,,DEL,80.0,22.0,29.0,51.0,6.0,8.0
Lukas Reichel,2021-22,NHL,11.0,0.0,1.0,1.0,0.0,-8.0
Lukas Reichel,2022-23,NHL,23.0,7.0,8.0,15.0,6.0,-8.0
Lukas Reichel,2023-24,NHL,65.0,5.0,11.0,16.0,12.0,-29.0
Luke Evangelista,,AHL,63.0,9.0,36.0,45.0,22.0,9.0
Luke Evangelista,,OHL,151.0,78.0,96.0,174.0,64.0,39.0
Luke Evangelista,2022-23,NHL,24.0,7.0,8.0,15.0,6.0,7.0
Luke Evangelista,2023-24,NHL,80.0,16.0,23.0,39.0,18.0,0.0
Luke Evangelista,2024-25,NHL,41.0,5.0,10.0,15.0,16.0,-1.0
Luke Glendening,,AHL,72.0,13.0,25.0,38.0,68.0,20.0
Luke Glendening,,CCHA,165.0,31.0,39.0,70.0,122.0,0.0
Luke Glendening,,ECHL,27.0,14.0,7.0,21.0,27.0,13.0
Luke Glendening,2013-14,NHL,56.0,1.0,6.0,7.0,22.0,-8.0
Luke Glendening,2014-15,NHL,82.0,12.0,6.0,18.0,34.0,5.0
Luke Glendening,2015-16,NHL,81.0,8.0,13.0,21.0,46.0,4.0
Luke Hughes,,Big-10,80.0,27.0,60.0,87.0,36.0,50.0
Luke Hughes,,USHL,46.0,8.0,20.0,28.0,14.0,-9.0
Luke Hughes,2022-23,NHL,2.0,1.0,1.0,2.0,0.0,0.0
Luke Hughes,2023-24,NHL,82.0,9.0,38.0,47.0,28.0,-25.0
Luke Hughes,2024-25,NHL,48.0,5.0,17.0,22.0,10.0,-2.0
Luke Kunin,,AHL,76.0,27.0,20.0,47.0,80.0,-2.0
Luke Kunin,,Big-10,69.0,41.0,29.0,70.0,64.0,-11.0
Luke Kunin,,USHL,52.0,21.0,16.0,37.0,39.0,5.0
Luke Kunin,2017-18,NHL,19.0,2.0,2.0,4.0,13.0,-3.0
Luke Kunin,2018-19,NHL,49.0,6.0,11.0,17.0,27.0,-9.0
Luke Kunin,2019-20,NHL,63.0,15.0,16.0,31.0,55.0,-10.0
Luke Schenn,,WHL,189.0,12.0,56.0,68.0,325.0,-4.0
Luke Schenn,2008-09,NHL,70.0,2.0,12.0,14.0,71.0,-12.0
Luke Schenn,2009-10,NHL,79.0,5.0,12.0,17.0,50.0,2.0
Luke Schenn,2010-11,NHL,82.0,5.0,17.0,22.0,34.0,-7.0
MacKenzie Weegar,,AHL,153.0,23.0,47.0,70.0,170.0,1.0
MacKenzie Weegar,,CCHL,58.0,13.0,39.0,52.0,61.0,0.0
MacKenzie Weegar,,ECHL,21.0,1.0,12.0,13.0,13.0,4.0
MacKenzie Weegar,,QMJHL,123.0,20.0,83.0,103.0,155.0,111.0
MacKenzie Weegar,2016-17,NHL,3.0,0.0,0.0,0.0,4.0,0.0
MacKenzie Weegar,2017-18,NHL,60.0,2.0,6.0,8.0,32.0,5.0
MacKenzie Weegar,2018-19,NHL,64.0,4.0,11.0,15.0,64.0,-3.0
Marc-Edouard Vlasic,,AHL,1.0,0.0,2.0,2.0,0.0,1.0
Marc-Edouard Vlasic,,QMJHL,177.0,22.0,91.0,113.0,94.0,86.0
Marc-Edouard Vlasic,2006-07,NHL,81.0,3.0,23.0,26.0,18.0,13.0
Marc-Edouard Vlasic,2007-08,NHL,82.0,2.0,12.0,14.0,24.0,-12.0
Marc-Edouard Vlasic,2008-09,NHL,82.0,6.0,30.0,36.0,42.0,15.0
Marcus Foligno,,AHL,93.0,26.0,40.0,66.0,116.0,26.0
Marcus Foligno,,OHL,245.0,54.0,85.0,139.0,382.0,-47.0
Marcus Foligno,2011-12,NHL,14.0,6.0,7.0,13.0,9.0,6.0
Marcus Foligno,2012-13,NHL,47.0,5.0,13.0,18.0,41.0,-4.0
Marcus Foligno,2013-14,NHL,74.0,7.0,12.0,19.0,82.0,-17.0
Mark Jankowski,,AHL,78.0,34.0,36.0,70.0,41.0,25.0
Mark Jankowski,,H-East,148.0,43.0,67.0,110.0,66.0,31.0
Mark Jankowski,2016-17,NHL,1.0,0.0,0.0,0.0,0.0,0.0
Mark Jankowski,2017-18,NHL,72.0,17.0,8.0,25.0,33.0,-7.0
Mark Jankowski,2018-19,NHL,79.0,14.0,18.0,32.0,12.0,6.0
Mark Kastelic,,AHL,102.0,19.0,24.0,43.0,110.0,-7.0
Mark Kastelic,,WHL,321.0,126.0,109.0,235.0,402.0,15.0
Mark Kastelic,2021-22,NHL,16.0,2.0,2.0,4.0,14.0,-1.0
Mark Kastelic,2022-23,NHL,65.0,7.0,4.0,11.0,102.0,-6.0
Mark Kastelic,2023-24,NHL,63.0,5.0,5.0,10.0,63.0,-5.0
Mark Scheifele,,AHL,0.0,0.0,0.0,0.0,0.0,0.0
Mark Scheifele,,GOJHL,51.0,18.0,37.0,55.0,20.0,0.0
Mark Scheifele,,OHL,158.0,84.0,133.0,217.0,101.0,26.0
Mark Scheifele,2011-12,NHL,7.0,1.0,0.0,1.0,0.0,0.0
Mark Scheifele,2012-13,NHL,4.0,0.0,0.0,0.0,0.0,0.0
Mark Scheifele,2013-14,NHL,63.0,13.0,21.0,34.0,14.0,9.0
Mark Stone,,AHL,91.0,30.0,49.0,79.0,20.0,26.0
Mark Stone,,WHL,232.0,106.0,190.0,296.0,102.0,67.0
Mark Stone,2011-12,NHL,0.0,0.0,0.0,0.0,0.0,0.0
Mark Stone,2012-13,NHL,4.0,0.0,0.0,0.0,2.0,-1.0
Mark Stone,2013-14,NHL,19.0,4.0,4.0,8.0,4.0,5.0
Martin Fehervary,,AHL,80.0,7.0,24.0,31.0,61.0,25.0
Martin Fehervary,,Swe-1,42.0,1.0,6.0,7.0,24.0,1.0
Martin Fehervary,,Swe-Jr,59.0,4.0,9.0,13.0,57.0,16.0
Martin Fehervary,,SweHL,59.0,1.0,6.0,7.0,10.0,-3.0
Martin Fehervary,2019-20,NHL,6.0,0.0,1.0,1.0,6.0,-2.0
Martin Fehervary,2021-22,NHL,79.0,8.0,9.0,17.0,26.0,15.0
Martin Necas,,AHL,64.0,16.0,36.0,52.0,36.0,20.0
Martin Necas,,Czech,65.0,16.0,16.0,32.0,12.0,-2.0
Martin Necas,2017-18,NHL,1.0,0.0,0.0,0.0,0.0,0.0
Martin Necas,2018-19,NHL,7.0,1.0,1.0,2.0,2.0,0.0
Martin Necas,2019-20,NHL,64.0,16.0,20.0,36.0,20.0,-6.0
Mason Appleton,,AHL,120.0,37.0,62.0,99.0,81.0,5.0
Mason Appleton,,Big-10,72.0,17.0,36.0,53.0,69.0,-45.0
Mason Appleton,,USHL,54.0,12.0,28.0,40.0,84.0,-3.0
Mason Appleton,2018-19,NHL,36.0,3.0,7.0,10.0,4.0,9.0
Mason Appleton,2019-20,NHL,46.0,5.0,3.0,8.0,20.0,-9.0
Mason Appleton,2020-21,NHL,56.0,12.0,13.0,25.0,14.0,11.0
Mason Marchment,,AHL,130.0,38.0,34.0,72.0,138.0,9.0
Mason Marchment,,ECHL,35.0,14.0,6.0,20.0,27.0,1.0
Mason Marchment,,OHL,115.0,28.0,49.0,77.0,81.0,-1.0
Mason Marchment,,OJHL,51.0,22.0,21.0,43.0,84.0,0.0
Mason Marchment,2019-20,NHL,4.0,0.0,1.0,1.0,0.0,0.0
Mason Marchment,2020-21,NHL,33.0,2.0,8.0,10.0,18.0,4.0
Mason Marchment,2021-22,NHL,54.0,18.0,29.0,47.0,53.0,29.0
Mason McTavish,,AHL,3.0,1.0,1.0,2.0,4.0,1.0
Mason McTavish,,CCHL,5.0,3.0,4.0,7.0,6.0,0.0
Mason McTavish,,OHL,86.0,49.0,40.0,89.0,62.0,26.0
Mason McTavish,,Swiss-Sw,13.0,9.0,2.0,11.0,6.0,4.0
Mason McTavish,2021-22,NHL,9.0,2.0,1.0,3.0,2.0,3.0
Mason McTavish,2022-23,NHL,80.0,17.0,26.0,43.0,44.0,-19.0
Mason McTavish,2023-24,NHL,64.0,19.0,23.0,42.0,86.0,-23.0
Mathew Barzal,,BCHL,6.0,0.0,2.0,2.0,6.0,0.0
Mathew Barzal,,WHL,202.0,63.0,215.0,278.0,118.0,70.0
Mathew Barzal,2016-17,NHL,2.0,0.0,0.0,0.0,6.0,-2.0
Mathew Barzal,2017-18,NHL,82.0,22.0,63.0,85.0,30.0,1.0
Mathew Barzal,2018-19,NHL,82.0,18.0,44.0,62.0,46.0,-5.0
Mathew Dumba,,AHL,23.0,5.0,9.0,14.0,8.0,2.0
Mathew Dumba,,WHL,225.0,59.0,92.0,151.0,271.0,57.0
Mathew Dumba,2013-14,NHL,13.0,1.0,1.0,2.0,2.0,-5.0
Mathew Dumba,2014-15,NHL,58.0,8.0,8.0,16.0,23.0,13.0
Mathew Dumba,2015-16,NHL,81.0,10.0,16.0,26.0,38.0,1.0
Mathieu Joseph,,AHL,99.0,21.0,53.0,74.0,55.0,3.0
Mathieu Joseph,,QMJHL,201.0,91.0,115.0,206.0,170.0,87.0
Mathieu Joseph,2018-19,NHL,70.0,13.0,13.0,26.0,26.0,5.0
Mathieu Joseph,2019-20,NHL,37.0,4.0,3.0,7.0,16.0,-2.0
Mathieu Joseph,2020-21,NHL,56.0,12.0,7.0,19.0,10.0,3.0
Mathieu Olivier,,AHL,156.0,19.0,23.0,42.0,262.0,3.0
Mathieu Olivier,,QMJHL,300.0,59.0,71.0,130.0,390.0,27.0
Mathieu Olivier,2019-20,NHL,8.0,0.0,1.0,1.0,4.0,1.0
Mathieu Olivier,2020-21,NHL,30.0,3.0,2.0,5.0,70.0,-1.0
Mathieu Olivier,2021-22,NHL,10.0,0.0,1.0,1.0,14.0,-3.0
Matias Maccelli,,AHL,47.0,14.0,43.0,57.0,20.0,-8.0
Matias Maccelli,,SM-liiga,94.0,28.0,41.0,69.0,36.0,3.0
Matias Maccelli,,USHL,98.0,39.0,54.0,93.0,56.0,5.0
Matias Maccelli,2021-22,NHL,23.0,1.0,5.0,6.0,4.0,-10.0
Matias Maccelli,2022-23,NHL,64.0,11.0,38.0,49.0,18.0,0.0
Matias Maccelli,2023-24,NHL,82.0,17.0,40.0,57.0,8.0,-4.0
Mats Zuccarello,,AHL,73.0,25.0,40.0,65.0,38.0,7.0
Mats Zuccarello,,KHL,44.0,11.0,17.0,28.0,30.0,5.0
Mats Zuccarello,,SEL,90.0,35.0,69.0,104.0,100.0,16.0
Mats Zuccarello,2010-11,NHL,42.0,6.0,17.0,23.0,4.0,3.0
Mats Zuccarello,2011-12,NHL,10.0,2.0,1.0,3.0,6.0,0.0
Mats Zuccarello,2012-13,NHL,15.0,3.0,5.0,8.0,8.0,10.0
Matt Benning,,AHL,2.0,1.0,1.0,2.0,0.0,2.0
Matt Benning,,AJHL,87.0,4.0,21.0,25.0,152.0,0.0
Matt Benning,,H-East,110.0,9.0,47.0,56.0,101.0,6.0
Matt Benning,,USHL,57.0,10.0,16.0,26.0,73.0,25.0
Matt Benning,2016-17,NHL,62.0,3.0,12.0,15.0,29.0,8.0
Matt Benning,2017-18,NHL,73.0,6.0,15.0,21.0,49.0,5.0
Matt Benning,2018-19,NHL,70.0,5.0,12.0,17.0,33.0,11.0
Matt Coronato,,AHL,43.0,17.0,27.0,44.0,21.0,8.0
Matt Coronato,,ECAC,68.0,38.0,34.0,72.0,28.0,35.0
Matt Coronato,,USHL,96.0,66.0,59.0,125.0,126.0,57.0
Matt Coronato,2022-23,NHL,1.0,0.0,0.0,0.0,2.0,1.0
Matt Coronato,2023-24,NHL,34.0,3.0,6.0,9.0,4.0,-15.0
Matt Coronato,2024-25,NHL,50.0,14.0,16.0,30.0,19.0,6.0
Matt Duchene,,OHL,121.0,61.0,68.0,129.0,64.0,30.0
Matt Duchene,2009-10,NHL,81.0,24.0,31.0,55.0,16.0,1.0
Matt Duchene,2010-11,NHL,80.0,27.0,40.0,67.0,33.0,-8.0
Matt Duchene,2011-12,NHL,58.0,14.0,14.0,28.0,8.0,-11.0
Matt Grzelcyk,,AHL,84.0,6.0,30.0,36.0,32.0,17.0
Matt Grzelcyk,,H-East,125.0,26.0,69.0,95.0,114.0,49.0
Matt Grzelcyk,,USHL,60.0,2.0,19.0,21.0,34.0,14.0
Matt Grzelcyk,2016-17,NHL,2.0,0.0,0.0,0.0,2.0,0.0
Matt Grzelcyk,2017-18,NHL,61.0,3.0,12.0,15.0,22.0,21.0
Matt Grzelcyk,2018-19,NHL,66.0,3.0,15.0,18.0,68.0,9.0
Matt Nieto,,AHL,13.0,4.0,7.0,11.0,0.0,1.0
Matt Nieto,,H-East,115.0,44.0,58.0,102.0,66.0,0.0
Matt Nieto,,Ind,13.0,6.0,8.0,14.0,14.0,0.0
Matt Nieto,,NAHL,38.0,11.0,24.0,35.0,14.0,26.0
Matt Nieto,,USHL,24.0,15.0,14.0,29.0,19.0,20.0
Matt Nieto,2013-14,NHL,66.0,10.0,14.0,24.0,16.0,-4.0
Matt Nieto,2014-15,NHL,72.0,10.0,17.0,27.0,20.0,-12.0
Matt Nieto,2015-16,NHL,67.0,8.0,9.0,17.0,10.0,-8.0
Matthew Highmore,,AHL,97.0,31.0,33.0,64.0,44.0,0.0
Matthew Highmore,,QMJHL,289.0,90.0,157.0,247.0,232.0,42.0
Matthew Highmore,2017-18,NHL,13.0,2.0,0.0,2.0,0.0,-4.0
Matthew Highmore,2019-20,NHL,36.0,2.0,4.0,6.0,6.0,-1.0
Matthew Knies,,Big-10,73.0,36.0,39.0,75.0,60.0,46.0
Matthew Knies,,USHL,90.0,31.0,56.0,87.0,36.0,2.0
Matthew Knies,2022-23,NHL,3.0,0.0,1.0,1.0,2.0,1.0
Matthew Knies,2023-24,NHL,80.0,15.0,20.0,35.0,45.0,9.0
Matthew Knies,2024-25,NHL,51.0,21.0,15.0,36.0,22.0,1.0
Mattias Ekholm,,AHL,59.0,10.0,22.0,32.0,30.0,15.0
Mattias Ekholm,,SEL,97.0,19.0,31.0,50.0,93.0,11.0
Mattias Ekholm,,Swe-1,79.0,3.0,32.0,35.0,66.0,17.0
Mattias Ekholm,,Swe-Jr,94.0,8.0,16.0,24.0,114.0,4.0
Mattias Ekholm,2011-12,NHL,2.0,0.0,0.0,0.0,0.0,-1.0
Mattias Ekholm,2012-13,NHL,1.0,0.0,0.0,0.0,0.0,-1.0
Mattias Ekholm,2013-14,NHL,62.0,1.0,8.0,9.0,10.0,-8.0
Mattias Janmark,,AHL,2.0,0.0,0.0,0.0,2.0,1.0
Mattias Janmark,,Ind,0.0,0.0,0.0,0.0,0.0,0.0
Mattias Janmark,,SEL,73.0,14.0,17.0,31.0,34.0,-8.0
Mattias Janmark,,Swe-Jr,93.0,38.0,62.0,100.0,70.0,31.0
Mattias Janmark,,SweHL,100.0,31.0,35.0,66.0,86.0,3.0
Mattias Janmark,2015-16,NHL,73.0,15.0,14.0,29.0,16.0,12.0
Mattias Janmark,2017-18,NHL,81.0,19.0,15.0,34.0,24.0,-13.0
Matty Beniers,,Big-10,61.0,30.0,37.0,67.0,16.0,50.0
Matty Beniers,,Exhibition,29.0,7.0,5.0,12.0,12.0,0.0
Matty Beniers,,USHL,49.0,18.0,29.0,47.0,22.0,23.0
Matty Beniers,2021-22,NHL,10.0,3.0,6.0,9.0,0.0,-1.0
Matty Beniers,2022-23,NHL,80.0,24.0,33.0,57.0,2.0,14.0
Matty Beniers,2023-24,NHL,77.0,15.0,22.0,37.0,20.0,-11.0
Max Domi,,OHL,244.0,126.0,205.0,331.0,275.0,94.0
Max Domi,,OJHL,2.0,1.0,1.0,2.0,0.0,0.0
Max Domi,2015-16,NHL,81.0,18.0,34.0,52.0,72.0,3.0
Max Domi,2016-17,NHL,59.0,9.0,29.0,38.0,40.0,-9.0
Max Domi,2017-18,NHL,82.0,9.0,36.0,45.0,73.0,-7.0
Max Jones,,AHL,51.0,16.0,15.0,31.0,71.0,3.0
Max Jones,,OHL,127.0,64.0,48.0,112.0,207.0,48.0
Max Jones,,USHL,24.0,5.0,5.0,10.0,116.0,-5.0
Max Jones,2018-19,NHL,30.0,2.0,3.0,5.0,14.0,-1.0
Max Jones,2019-20,NHL,59.0,8.0,4.0,12.0,36.0,-6.0
Max Jones,2020-21,NHL,46.0,7.0,4.0,11.0,36.0,-9.0
Max Pacioretty,,AHL,82.0,25.0,47.0,72.0,73.0,17.0
Max Pacioretty,,CCHA,37.0,15.0,24.0,39.0,59.0,0.0
